measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,190,Uganda,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.113943737374,0.121567295548,0.106824817603
5,Prevalence,173,Gabon,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.111766463882,0.117232640452,0.106522254535
5,Prevalence,151,Qatar,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.143390993292,0.150519947024,0.136041228264
5,Prevalence,118,Suriname,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.138264327686,0.145207629367,0.13153473326
5,Prevalence,349,Greenland,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.184699020741,0.192917654145,0.17724503765
5,Prevalence,45,Bulgaria,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.12148646557,0.127166658331,0.116135070286
5,Prevalence,176,Comoros,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.108410803793,0.115096622096,0.102070022856
5,Prevalence,193,Botswana,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.112416006716,0.118882827648,0.106271196936
5,Prevalence,80,France,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.170787348612,0.177198028129,0.164363790629
5,Prevalence,24,Marshall Islands,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.0982780451518,0.105273325118,0.0916279288546
5,Prevalence,113,Guyana,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.136727745315,0.143980356452,0.129840614151
5,Prevalence,197,Swaziland,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.106120839037,0.112012844531,0.100473060639
5,Prevalence,80,France,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.170528955025,0.176671916906,0.164136616878
5,Prevalence,115,Jamaica,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.128644442443,0.134947738918,0.122384035609
5,Prevalence,150,Oman,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.131338448292,0.139556896371,0.123635556728
5,Prevalence,141,Egypt,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.147285307346,0.158726628613,0.135537642126
5,Prevalence,39,Tajikistan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.0962098877799,0.102833772661,0.0899692330372
5,Prevalence,133,Venezuela,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.105884701996,0.111367830824,0.100348569108
5,Prevalence,75,Austria,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.151848434008,0.158165230429,0.146132523803
5,Prevalence,131,Nicaragua,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.0970300770524,0.102754429777,0.0912734430819
5,Prevalence,217,Sierra Leone,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.103029686509,0.109795606022,0.0964485585407
5,Prevalence,189,Tanzania,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.110949754581,0.11825822459,0.103907437389
5,Prevalence,121,Bolivia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.116736586787,0.123106005839,0.1108987644
5,Prevalence,78,Denmark,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.154862199386,0.160941305048,0.149154721812
5,Prevalence,26,Papua New Guinea,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.105860841027,0.113183618179,0.0986193662696
5,Prevalence,210,Liberia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.106590709729,0.11409773703,0.0993394034161
5,Prevalence,194,Lesotho,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.126283828982,0.133664069637,0.119453383874
5,Prevalence,60,Lithuania,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.127418192823,0.133306530787,0.121697289858
5,Prevalence,82,Greece,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.158986668884,0.165625750945,0.152430034081
5,Prevalence,157,Yemen,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.138474437349,0.151750738106,0.125253427517
5,Prevalence,135,Brazil,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.138917005174,0.145640763527,0.132674382224
5,Prevalence,176,Comoros,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.108979988296,0.115741466582,0.102724268371
5,Prevalence,43,Albania,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.107390323256,0.113974542192,0.101283071441
5,Prevalence,216,Senegal,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.0983383261896,0.104554185233,0.0923677553403
5,Prevalence,160,Afghanistan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.164715397848,0.181137140427,0.14830512351
5,Prevalence,152,Saudi Arabia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.124759815008,0.131360759369,0.118402145149
5,Prevalence,40,Turkmenistan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.0997608177818,0.106299151076,0.0938730785259
5,Prevalence,6,China,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.114423866107,0.120425748952,0.108888526021
5,Prevalence,175,Burundi,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.11519086868,0.123530281247,0.107462093607
5,Prevalence,62,Russian Federation,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.122593469899,0.128534584585,0.117129499004
5,Prevalence,7,North Korea,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.112929265778,0.118549333233,0.107404806327
5,Prevalence,211,Mali,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.100197756541,0.107708923397,0.0928109373479
5,Prevalence,157,Yemen,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.139479909308,0.153123796604,0.126334769426
5,Prevalence,214,Nigeria,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.10770093516,0.114290924139,0.1012646742
5,Prevalence,102,United States,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.17481243295,0.182834124908,0.167422126874
5,Prevalence,38,Mongolia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.104380731882,0.111187897416,0.0980149445259
5,Prevalence,114,Haiti,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.125517068685,0.133093493728,0.118205812058
5,Prevalence,123,Peru,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.114196979098,0.120487616948,0.108464404346
5,Prevalence,212,Mauritania,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.101933013117,0.10825133408,0.0957341815025
5,Prevalence,195,Namibia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.110086246701,0.116612762601,0.104402282396
5,Prevalence,422,"Virgin Islands, U.S.",3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.137053303866,0.142874215962,0.131103837146
5,Prevalence,94,Switzerland,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.157942780443,0.164335797948,0.15206059085
5,Prevalence,140,Bahrain,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.14528313367,0.152978276946,0.137584404227
5,Prevalence,41,Uzbekistan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.100412211324,0.107172200305,0.0938971960154
5,Prevalence,59,Latvia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.12633213108,0.132022031198,0.120887714719
5,Prevalence,211,Mali,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.100201361245,0.107891269078,0.0929502720444
5,Prevalence,61,Moldova,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.118758664661,0.124743313507,0.113048160923
5,Prevalence,522,Sudan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.160208724908,0.175970110683,0.144905557515
5,Prevalence,121,Bolivia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.117684033241,0.124178588696,0.111664292998
5,Prevalence,376,Northern Mariana Islands,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.106350478571,0.111495148618,0.101665761847
5,Prevalence,178,Eritrea,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.114213965284,0.123192589963,0.105444435992
5,Prevalence,195,Namibia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.109646707014,0.115956218818,0.103738054336
5,Prevalence,119,Trinidad and Tobago,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.139132222478,0.14542906761,0.132880985999
5,Prevalence,101,Canada,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.161075319303,0.167416729134,0.154963964043
5,Prevalence,83,Iceland,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.146209121426,0.152639234241,0.14034872042
5,Prevalence,8,Taiwan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.114696835969,0.120384917136,0.109257789975
5,Prevalence,215,Sao Tome and Principe,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.100826567811,0.106942065717,0.0947008664401
5,Prevalence,183,Mauritius,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.118438695857,0.125389359786,0.111544922155
5,Prevalence,88,Malta,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.148024505888,0.154867411365,0.141978936926
5,Prevalence,209,Guinea-Bissau,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.100374421539,0.107113397343,0.0938197691509
5,Prevalence,154,Tunisia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.151238676238,0.160704592261,0.141776326246
5,Prevalence,162,Bhutan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.110067864628,0.117857549528,0.102217649706
5,Prevalence,217,Sierra Leone,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.102882288155,0.109564601494,0.0963063719469
5,Prevalence,156,United Arab Emirates,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.124829915788,0.131524732047,0.118208840839
5,Prevalence,79,Finland,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.15988308371,0.166473413129,0.153132376501
5,Prevalence,78,Denmark,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.154459205115,0.160543182033,0.148837640232
5,Prevalence,422,"Virgin Islands, U.S.",3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.13691406247,0.142989241875,0.130891081706
5,Prevalence,60,Lithuania,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.12768446986,0.133524833081,0.122150866451
5,Prevalence,135,Brazil,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.138345147426,0.145210446741,0.131972007901
5,Prevalence,376,Northern Mariana Islands,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.107061917477,0.112233340733,0.102250848644
5,Prevalence,116,Saint Lucia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.130274077424,0.136910917201,0.123905262992
5,Prevalence,6,China,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.113840286811,0.11984552596,0.108283821967
5,Prevalence,193,Botswana,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.113187109659,0.119560766689,0.107286671282
5,Prevalence,50,Montenegro,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.114572604566,0.120051128862,0.109367545573
5,Prevalence,49,Macedonia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.11283676596,0.118699457389,0.107541173067
5,Prevalence,13,Malaysia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.112017211566,0.119069002374,0.105289642275
5,Prevalence,82,Greece,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.15900849767,0.16560752731,0.152647104905
5,Prevalence,196,South Africa,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.121355148469,0.127942245814,0.115538851688
5,Prevalence,133,Venezuela,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.106202707921,0.111684551109,0.100792287074
5,Prevalence,7,North Korea,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.113646285338,0.119337113487,0.108480085924
5,Prevalence,60,Lithuania,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.127975325355,0.134011172245,0.122330177227
5,Prevalence,195,Namibia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.110516922864,0.117004158327,0.104659065072
5,Prevalence,136,Paraguay,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.130147720033,0.136569557522,0.124143306031
5,Prevalence,77,Cyprus,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.145191508195,0.151528232905,0.139373256731
5,Prevalence,83,Iceland,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.146281378988,0.152640363183,0.140302585659
5,Prevalence,52,Romania,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.112298605387,0.117613983977,0.106953830574
5,Prevalence,57,Belarus,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.1265842072,0.132367953065,0.120857455025
5,Prevalence,170,Congo,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.11127714424,0.117491505314,0.105395535359
5,Prevalence,24,Marshall Islands,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.0988551369874,0.1060384622,0.0921908968833
5,Prevalence,116,Saint Lucia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.129738860608,0.136583815092,0.123220438557
5,Prevalence,14,Maldives,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.107292074805,0.116449187533,0.0989539271741
5,Prevalence,72,New Zealand,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.188055970852,0.197781129321,0.179811805484
5,Prevalence,153,Syria,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.142165644329,0.153705016965,0.13173458853
5,Prevalence,63,Ukraine,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.130912761536,0.137265841625,0.125025674141
5,Prevalence,46,Croatia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.124579085333,0.130386522784,0.118959588535
5,Prevalence,155,Turkey,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.143127961513,0.152080786022,0.134804520607
5,Prevalence,522,Sudan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.160365063691,0.176279932633,0.145108270502
5,Prevalence,171,Democratic Republic of the Congo,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.110145176711,0.118005026769,0.102789443753
5,Prevalence,214,Nigeria,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.107518336601,0.114090947387,0.101240358149
5,Prevalence,59,Latvia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.126560869314,0.132101600461,0.121124624906
5,Prevalence,435,South Sudan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.108449845482,0.115210987989,0.102219618995
5,Prevalence,102,United States,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.174453817881,0.182353235419,0.167089026921
5,Prevalence,81,Germany,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.158800001953,0.164861056734,0.153138692603
5,Prevalence,145,Kuwait,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.141637840217,0.149452226592,0.134293244443
5,Prevalence,177,Djibouti,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.109956103161,0.116677128343,0.103598577869
5,Prevalence,24,Marshall Islands,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.0995552740998,0.1064893445,0.0931262747691
5,Prevalence,25,Federated States of Micronesia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.102003568014,0.108919224206,0.0956842997569
5,Prevalence,79,Finland,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.159782881398,0.165971413507,0.153269374475
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.12053610158,0.127668845668,0.114165218117
5,Prevalence,139,Algeria,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.137398358938,0.146372431373,0.129363627803
5,Prevalence,117,Saint Vincent and the Grenadines,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.12931892574,0.136229000218,0.122864820424
5,Prevalence,85,Israel,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.128010655958,0.134420195774,0.122184600937
5,Prevalence,213,Niger,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.103419218486,0.111701581862,0.0951623802272
5,Prevalence,77,Cyprus,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.145193631106,0.151687234808,0.139263811235
5,Prevalence,105,Antigua and Barbuda,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.131693731902,0.138023618034,0.125480154511
5,Prevalence,216,Senegal,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.0987606336689,0.10507291068,0.0925896945786
5,Prevalence,43,Albania,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.107864843111,0.114490794444,0.101856938241
5,Prevalence,101,Canada,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.161112653535,0.167337070961,0.155054349722
5,Prevalence,175,Burundi,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.115731253077,0.123793544002,0.108220456422
5,Prevalence,197,Swaziland,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.106766668964,0.112991183901,0.100917432256
5,Prevalence,45,Bulgaria,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.122293547443,0.127901791698,0.11730808827
5,Prevalence,172,Equatorial Guinea,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.109698102322,0.117196770188,0.102838505993
5,Prevalence,118,Suriname,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.139508931093,0.146098697938,0.133055385384
5,Prevalence,47,Czech Republic,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.122302077224,0.127745819432,0.117027013251
5,Prevalence,10,Cambodia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.121058157383,0.133868794595,0.108963597977
5,Prevalence,58,Estonia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.132644360807,0.138236928138,0.127144831644
5,Prevalence,99,Uruguay,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.154223782747,0.161182900928,0.147702971071
5,Prevalence,522,Sudan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.159996827341,0.175976262213,0.144447342354
5,Prevalence,196,South Africa,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.121541351074,0.128255125592,0.115783238247
5,Prevalence,19,Timor-Leste,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.1187753942,0.130509401043,0.107554748029
5,Prevalence,173,Gabon,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.112100419806,0.117830483633,0.106830222144
5,Prevalence,435,South Sudan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.108406701115,0.115240630182,0.102060580078
5,Prevalence,118,Suriname,3,Both,22,All Ages,558,Mental disorders,2,Percent,1991,0.138857067373,0.146057463626,0.132282136414
5,Prevalence,87,Luxembourg,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.155663455629,0.161961955197,0.149719999975
5,Prevalence,122,Ecuador,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.119727417337,0.12616998842,0.113811829362
5,Prevalence,201,Burkina Faso,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.103026598382,0.110935907883,0.0954637686532
5,Prevalence,179,Ethiopia,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.117408064126,0.127315076752,0.108252212498
5,Prevalence,217,Sierra Leone,3,Both,22,All Ages,558,Mental disorders,2,Percent,1992,0.102906728596,0.10969784239,0.0963884136434
5,Prevalence,165,Pakistan,3,Both,22,All Ages,558,Mental disorders,2,Percent,1990,0.110475191518,0.119494987077,0.102154419745
